myunique_id,myanger_direction,mydeveloper_comment,Opinions
175982_1,ob,'Stupid idea.' ,Stupid 
137722_1,ob,'Stupid JIRA just lost a long comment I made.' ,Stupid long 
141571_2,ob,'However the spec is vague enough and the rule stupid enough for me not to want to apply it right away.' ,enough vague stupid 
318961_1,ob,'Typo is annoying but not worth fixing given caught in the netherworld of code that has a public API that must be stable and code that is almost never called from outside the framework implementation.' ,public worth 
183841_1,ob,'Damn I hate it when someone adds an incompatible change overnight It will be back tomorrow so we will see how it goes.' ,incompatible 
138221_7,oth,'So you should probably stop blaming my ignorance.' ,
141234_4,oth,'Basicfetch=LAZY Lob Go to the user forum next time and avoid insulting people even committee people does not deserve that.' ,LAZY next 
173679_1,ob,'Yes this indeed is annoying.' ,
29607_8,ob,'The correct result which I expect is indeed 15 so that 16 number is upsetting my views.' ,correct 
141292_2,ob,'The workaround of creating delegate getters and setters for composite key fields is ugly.' ,composite key 
315086_2,ob,'This is just something I naturally find annoying.' ,
141674_3,ob,'Now I have to do in base classes something like public MyBase // set the value of discriminator is field kind = this.getClass.getSimpleName I think it is really ugly ' ,public 
239914_2,self,'I am dumb.' ,
221245_7,self,'I am even more terrible with names so I will defer to Nick is suggestions...' ,
201953_4,self,'I am presuming its something that I am totallly blindly missing.. dumb ol' me!' ,
234136_1,ob,'hmm but that is horrible if a colon is encoded because then the default wicket url the redirect url will be completely blown up.' ,
454472_2,ob,' In some places the code was doing System.err.printlngexception which I modified to exception.printStackTraceSystem.err because the original code does not print out the whole stack trace and it is really annoying when I get a message on the console that does not tell me where in the code it happened. ' ,original whole 
313892_3,ob,'Now I do not have to use this ugly hack in them anymore!' ,ugly 
392353_5,self,'Dumb newbie mistake I will hopefully not repeat.' ,Dumb 
291082_2,ob,' This is really annoying because I use a lot of Javascript inside the datatables and now I get script errors and my pages are not submitable.' ,
289532_1,ob,'I am assinging this to me this is easy to add since I am doing a complete overhaul of the positioning i can add this as well the bug is visually annoying ' ,complete 
302210_5,ob,'I agree the ifdefs are ugly and I wish they could be avoided.' ,
217126_3,ob,'It is annoying that if you have one of the test-reports opened with eg vim 'ant test' will faill with prepare Deleting directory Dsrcwss4j_wss108trunkbuildtest-reports BUILD FAILED Dsrcwss4j_wss108trunkbuild.xml257 Unable to delete file Dsrcwss4j_wss1 08trunkbuildtest-reports.TEST-wssec.PackageTests.xml.swp' ,
487953_1,self,'This was no bug i had to clear my browser cache stupid mistake sry' ,stupid 
310077_1,oth,'For WildCard types in C++ a dumb proposal.' ,dumb 
216244_7,ob,'I hate to restart my server everytime I need to add a new mapping or change the existing.' ,new 
244605_5,ob,'If it is about incrementing a counter of course that would be dumb... Makes me think that most of the SimpleDateFormat instances should also be stored in ThreadLocal...' ,
223368_1,ob,'This is very annoying for anyone who uses SSL on their site.' ,
251846_13,ob,'I know the page is ugly and maybe quite confusing specially after seeing Niall's...' ,confusing 
314287_2,ob,'Stupid catch block mistake.' ,Stupid 
229479_1,ob,'gah i dont want to have the stupid modules division again.' ,stupid 
239466_1,ob,'Stupid git diff.' ,Stupid 
250672_3,ob,'It seems stupid to me that currently you cannot access that data without using a helper function.' ,
243184_1,self,'Wow that was dumb on my part.' ,
243692_7,ob,'The Java 5 thing is annoying I have heard some noise that forrest is working towards a release 'rsn' as part of which the java 5 requirement would be dropped.' ,
215257_1,oth,'Jason you are worthless!' ,
202245_10,self,'I will do my best to find time tomorow to test your code..I have to find that time just to alow you to forgive my stupid mistake....' ,
287950_2,ob,'but i hate it and really think it is useless to sign anything in this case so i prefer the option of deactivating it if you have such a constraint.' ,
243870_1,ob,'I did that two days ago and again we have the same annoying problem.' ,annoying same 
249531_12,oth,'Do not you think it is a little arrogant to assume that if an example 'found in many velocity books' does not work for you that the problem is with Velocity rather than with your use of it?' ,many 
299276_12,ob,'But I would hate to put Jukka into n-way merge hell.' ,
294674_2,ob,'If you add this stupid servlet mapping tiles /blahblah it seems to work.' ,stupid 
244094_1,ob,'This annoying bug is still present.' ,annoying 
285644_1,ob,'from Simon is email Hello all Currently that method requires a string array and it is kind of annoying to use because of that.' ,
202245_5,self,'But after taking another look to your patch I see that I am stupid.....' ,
239898_2,ob,'I hate nodejs dependencies for exactly this reason.' ,nodejs 
214332_1,ob,'The exeption seen here is annoying but seems to break nothing.' ,
318969_1,ob,'This can be annoying because the exception report stops short of where the really useful detail goes.' ,useful short 
196337_2,ob,'The code in this class is quite ugly at the moment.' ,
208316_1,self,'I hate it when I do that Marking resolved as per reporter is comment.' ,
202300_11,ob,'I also found it annoying to have to find out what to install and where.' ,
315366_1,ob,'I agree....That is hugely annoying and has stung me several times as well.' ,several 
199579_2,ob,'As a long time QE quality engineering person I really hate to close bugs without a good reason for the resolution.' ,good long 
252900_7,ob,'It is pretty annoying to read these descriptors.' ,
244308_1,ob,'Completely agree with Jeremy I have just run into this and it is incredibly annoying from a user is perspective.' ,annoying 
296671_6,ob,'tika-config.xml is horrible to us it would be good to pass a META-INF like list to the AutoDetectParser I implemented that for another non-solr project we use at PANGAEA where i used the META-INF list of Tika deleted all unused parsers and passed them somehow to TIKA.' ,unused non-solr 
240203_2,ob,'Some annoying Hadoop configuration.' ,annoying 
243030_3,ob,'0002 is pretty ugly but I am posting it rather than leaving a completely broken patch.' ,broken 
196975_2,ob,'The fact that it gets converted to n when read back in is just plain ugly.' ,plain 
290774_2,ob,'Very annoying the functionality to display an customized error-page seems quite basic.' ,
218144_2,self,'Now I feel dumb.' ,
234448_1,ob,'You are right Having two types is very very annoying.' ,
205859_1,ob,'You are right it is very annoying to see.' ,
214960_2,ob,'IE 5.5/6.0 still throws some really disturbing error messages which I could not yet resolve. ' ,disturbing 
308875_1,ob,'As expected it was a stupid typo please do not look carefully.' ,stupid 
313330_2,ob,'I do not require the whitespace for rendering anywhere at least that I know of this is not going to be a fun way to find out but just about any other debugging issue is going to be terrible.' ,other fun 
249811_1,ob,'I really hate discussing anything using this stupid tool.' ,stupid 
291115_2,ob,'This is really annoying if UIs are created generically.' ,
252084_10,ob,'This is also ugly.' ,
235355_4,ob,'i think its really stupid that visitparents visits the current component so -1 on just updating the javadocs.' ,current 
312995_1,ob,'Not the only ones who have hit this nasty ,only 
283323_2,ob,'This is an annoying restriction // but we should not break it -87 10 +92 6 return  // If the encoding is already right we can bail if encoding.equals_encoding return // Do not call super.setCharacterEncoding it is too late // and we will get a warning _encoding = encoding however since the WARNING is without any harm we could simple keep the current behavior...' ,current annoying simple 
315595_2,ob,'I run into the same problem every now and then and it is always annoying to work around.' ,same annoying 
252278_1,ob,'The buttons are quite ugly.' ,
212037_10,self,'so terrible my English is!!!' ,
293153_3,ob,'At the moment the 2nd fix is active because the 1st one causes ugly flickering. ' ,1st 2nd 
209728_7,ob,'This is an annoying issue meaning we have to manually specify how to convert each set of list data.' ,annoying 
289243_3,ob,'The way the JSP tag overloads the 'type' attribute to allow specifying an instance is ugly.' ,
293322_2,ob,'But ... this solution is really ugly The flickering at the and of the string.' ,
294350_1,ob,'This is indeed a annoying bug I have replicated it locally in a test case.' ,annoying 
194909_1,self,'Yeap stupid little me should check the FAQ now and then .' ,
316850_1,ob,'I have been doing a lot of experimentation with Maven and have come to hate it.' ,
301966_7,ob,'What is really annoying is that I get warnings at generated lines like these public override int GetHashCode int hashcode = 0 unchecked hashcode = hashcode 397 .Value == null ?' ,unchecked public 
207730_3,ob,'I think the file upload docs should point out this nasty nasty side effect.' ,nasty 
195734_3,ob,'And yeah it is annoying in scripts . ' ,
214188_2,ob,' generates it still writes that empty label tag which is annoying.' ,empty 
197675_6,ob,'I just want to use for example XPathAPI doc '//SMARTDOC/SIGNATURES/Signature/SignedInfo/CanonicalizationMethod/Algori thm' instead of ElementgetElementsByitem0...firstChild..ugly...' ,
252084_6,ob,'Having the client side and server side behave differently is kind of ugly.' ,
217799_1,ob,'That is a really good bug report... this problem is been annoying me for a VERY long time.' ,good long 
249953_3,ob,'One nasty workaround for your problem would be to subclass VelocityEngine which delegates everything to Velocity.' ,nasty 
251716_1,ob,'Urghhhhh yes this is a problem and all down to the horrible way the javascript validators are structured to 'call back'.' ,horrible 
200136_5,ob,'Yes this difference in the DOM and XPath data models is annoying.' ,
221532_1,ob,'It seems that we have no choice but to implement it as Bryant suggested but I really really really hate that we have to have special handling for a weird requirement of the SRV spec.' ,special weird 
316070_1,ob,'Grabbing the big ugly ImageSubmit component -.' ,ugly big 
233337_8,ob,'And finnaly the code listed above is ugly because the code does nothing in all cases returns getApplication.getSessionSettings.getPageFactory ....' ,
199252_1,ob,'The stupid namespace bug is fixed but the test still fails.' ,stupid 
241523_11,ob,'What an annoying situation you ca not even use a http tunnel because then the client would compare the received hostname with 'localhost'' ,annoying 
199195_6,ob,'b.t.w. I HATE when property settings make this big a difference 'cause its impossible to find the exact documentation on this kinda of stuff.' ,exact big 
217890_2,ob,'It is a bit annoying in Apache ODE as we have to ask our users to work this around.' ,
252433_2,ob,'This issue is really quite annoying.' ,
313935_34,ob,'Once again given that there will be potentially hundreds to thousands of UserHistoryEvent objects in EACH of those relationships encoding the target entities or their pk's into the url is ugly and really not scalable.' ,scalable 
243691_8,ob,'The Java 5 thing is annoying and I found it non-trivial to change the layout e.g.' ,
297797_5,ob,'I know pretty ugly but I think that is how browsers handle it. ' ,
246263_5,ob,'I really dislike the format 'scheme//userHost' where the password is hidden with it is kind of ugly and I do not think it serves any purpose to show the .' ,
300318_15,ob,'Also note that it is annoying to pass pointers to POD and string literals in Go.' ,
207912_4,ob,'This is quite annoying... ' ,
308814_1,ob,'This bug is really annoying.' ,
231224_1,ob,'and now you dont base your flow on exceptions which i find kind of ugly' ,
284880_1,ob,'Yes indeed the given workaround is ugly.' ,
244578_23,ob,'One could have different transform rules for some types of element insertions but that is very ugly and essentially introducing a separate operation type anyway.' ,different separate ugly 
215759_2,ob,'The need for PAGE_CONTEXT is due to some very complex and annoying!' ,annoying 
282051_9,ob,'This is annoying and fragile.' ,fragile 
301186_13,ob,'4 Now that I am using Thrift in anger I find that the fidelity of the language-binding for the types that already exist seems far far more important than adding new types.' ,new 
251055_2,ob,'It is definitely annoying.' ,
281093_3,ob,'Alternatively we would have to add new 64-bit variants where necessary which seems annoying.' ,new 
198039_2,ob,'I had to do a lot of annoying repair work before I could run it due to the extra line-breaks that were inserted when you pasted into the web form in the future please use Bugzilla is 'Create a new attachment' mechanism.' ,new extra annoying 
211330_4,ob,'While this is annoying and could potentially be an issue which is why I suggest we block the 'session' parameter in the next release it does not allow any method execution or server-side state change and therefore I do not consider it a security hole.' ,next 
237893_1,self,'Thanks a lot igor and... shame on me for this mistake.' ,
310077_1,ob,'For WildCard types in C++ a dumb proposal.' ,dumb 
420147_6,ob,'I was a big fan of Hungarian notation in C when I was using dumb text editors ... it does not add enough value in an O-O language with modern tools to make up for the fact that my eye stutters over it every time I see it.' ,enough Hungarian dumb modern big 
1692069_1,ob,'The old logic had no hope of working.' ,old 
251716_1,ob,'Urghhhhh yes this is a problem and all down to the horrible way the javascript validators are structured to 'call back'.' ,horrible 
689788_1,ob,'Oh shit on windows a very lot of tests are failing with MMap.' ,
1726746_3,self,'Ok this is just me being stupid.' ,
330777_15,ob,'This could ultimately sour them on Struts and being a Struts supporter I would hate to see that happen.' ,
755701_2,ob,'It is really annoying since this actually prevents you from checking for valid paths in your code since itemExists is often called first.' ,valid 
714685_1,self,'After rereading all comments I see I made a terrible mistake.' ,terrible 
758571_3,ob,'It was a stupid error in my code.' ,stupid 
973583_2,ob,'I was tempted to plain remove it because its kinda dumb test tables have no data and one region only.... does same task 100 times.' ,plain dumb 
1334343_1,self,'ah stupid me missed the isEmpty.' ,
319679_1,ob,'un-reopened... that was dumb we should just track it in the other defect.' ,other 
725564_5,ob,'ReassignPartitionsCommand 2.1 I did not do that as it makes the code ugly and it does not cause any harm.' ,
262686_1,ob,'I committed fixes for annoying issues with the plugin TUSCANY-2175 in trunk SVN revision 643158.' ,annoying 
418310_7,self,'stupid me I saved that cleanup once I got the guice working.. and then I forgot.' ,
251846_13,ob,'I know the page is ugly and maybe quite confusing specially after seeing Niall's...' ,confusing 
1317742_1,self,'I am being dumb.' ,
1165476_28,ob,'Reporting every 30000 msecs 355024 more msecs left before giving up.' ,more 
1444883_1,self,'Sorry duplicate of a bug previously submitted by myself......how dumb is that?' ,Sorry 
579074_8,oth,'They also do what they do as part of a bigger picture of making it easier for dumb users to use the systems.' ,dumb bigger 
1191583_2,ob,'Obviously though this is not a good solution to the problem since we cannot select different locales when there is more than one language involved. ' ,good different more 
262373_3,self,'I had deleted some non-security changes in the previous patch and I might have deleted too much.' ,previous non-security 
563625_9,ob,'If we follow your proposal bad pages would promote more agressively than good pages...' ,good bad more 
1060817_4,ob,'Please have a look how ugly lists are now.' ,ugly 
316192_1,ob,'I have a bunch of ugly components for opening popups at the same time than you click on a LinkSubmit or DirectLink.' ,same ugly 
314472_1,ob,'I have been adding logging output to see what is going on in getting some ugly results 090305 483 INFO Startup time 137 ms to build IoC Registry 359 ms overall.' ,overall ugly 
308121_1,ob,'Jonathan you have stumbled on an old ugly problem in Thrift.' ,old ugly 
1351420_1,self,'I made a stupid mistake in my fix.' ,stupid 
1691691_2,ob,'Thanks a lot John for fixing this ugly bug!' ,ugly 
684997_3,ob,'836176 Thanks uwe I did look at the right one first I hate that AM / PM issue.' ,right 
495127_3,ob,'That is pretty ugly and still wo not cover certain cases but it will work for this user and previous users.' ,certain previous 
1164276_1,ob,'I am having a terrible time trying to run the tests in the provided testing structure of Gora ant/maven therefore I am running the tests completely isolated.' ,terrible 
439299_107,ob,'If you make the Destinations fairly dumb then you end up complicating your session implementations.' ,
573093_1,ob,'I did not complain that the UTF-8 characters would be passed incorrectly I did complain that the HTMLOutputText does not work properly.' ,
335952_6,ob,'Forcing people to iterate through the messages even for just one message and insert markup is not a good solution because it is an unreasonable burden.' ,unreasonable good 
924432_4,ob,'I had a terrible time figuring out the correct patterns to exclude these files.' ,terrible correct 
388295_1,ob,'Thomas I think that is a really horrible idea.' ,horrible 
569585_3,ob,'What I did notice a while ago was that those scripts are very annoying when doing AJAX.' ,
479595_1,ob,'It does not crash for me Java 1.7 Windows 7 64 bit pdfbox 2.0 but the images rendered are terrible.' ,
318785_1,ob,'Apparently there is a workaround so it is annoying but not critical.' ,critical 
333730_1,ob,'I could certainly subclass RequestProcessor but considering the multitude of issues surrounding subclassing RequestProcessor already I hate to do so for such a simple little thing as more logging.' ,little simple 
694701_4,ob,' to remove initDISIQueue from next and skipTo also the same in DisjunctionSumScorer ... this is due to this ugly -1 position before first call I just do not know how to get rid of it to switch to Conjuction 'mode' if minNrShouldMatch kicks in.... there are already todo-s for it arround if you think you can use it just go ahead and include it in your patch I am not using this for anything just wrapped it up when you asked. ' ,next due ugly first due 
335025_2,ob,'This patch is required for correct operation it is unacceptable to have to patch either the Struts library or include a statement setting the value of Globals.XHTML_KEY to 'true' as the first line of each tile .' ,correct first 
337173_14,ob,'On the other hand NOTHING is more annoying than initiating an action on a web site being forced to log in then finding yourself back at square one.' ,other square 
648697_7,ob,'They do have lots of great solvers but I have been seeing a disturbing number of bugs fixed on their SVD implementation lately I mean fixing bugs is great but having them in there means we do not know how many more there are and the impls there are translated from fortran and the code is very dense and hard for me to debug if I see a bug pop up personally.',great disturbing many hard 
258383_4,ob,'You can get an idea of how ugly it was to implement this just by scanning the patch quoted below.' ,
672732_3,self,'Stupid mistake on my part.' ,Stupid 
335621_2,ob,'This is an annoying situation.' ,annoying 
414406_1,self,'Hi Jesse stupid question from me.' ,stupid 
1690673_4,ob,'I kept the indentation from our existing code in configure.ac I know it looks ugly but everything configure is ugly imo .' ,ugly 
658526_16,ob,'But that starts to get ugly ... not sure it is worth it for only 6?' ,
329631_2,ob,'This would be terrible for I18N sites.' ,
545629_6,self,'and '..' being valid names for a Tree or a PropertyState and since the OAK API is on a different level of abstraction than the MK I do not see why we should be bound to the same level of ignorance.' ,
587003_2,oth,'Those annoying people who pay me a salary have been actually consuming me time recently and I havent gotten done what I hoped.' ,annoying 
1194923_8,ob,'Bitstream Vera is no good to me since it does not contain all the SÌ_mi characters.' ,
257826_5,ob,'I hate to have to implement this by scanning every string for bad characters prior to serialization that just seems so wasteful.' ,bad 
315620_1,ob,'Specifying pages starting with /WEB-INF is IMO ugly.' ,
329777_9,ob,'I would hate to see us repeatedly having this conversation.' ,
755277_1,self,'That was really stupid on my part my apologies.' ,
706166_2,oth,'OK... let is get every stupid person in here... ' ,stupid 
304606_18,ob,'An ugly way to work around this would be to let TBase remain a new style class and offer an additional compiler flag to indicate that users' exception structs need to be old style classes and generate out their explicit read and write methods so a class like Xception only inherits from Exception which will always work in python 2.x and up.' ,new explicit additional ugly old 
586591_1,self,'Sorry for my stupid suggestion in the first post.' ,stupid first 
329846_5,ob,'This is simply horrible and unacceptable.' ,unacceptable 
429721_4,self,'I did not re-install after moving to 0.10.x for shame!....' ,
347556_1,self,'Actually I have just realized that I spent too much thinking about technical details and I have completely missed the non technical ones.' ,technical much 
251568_8,ob,'At the moment validator does not validate an input field with multiple values quite annoying sometimes.' ,multiple annoying 
699160_3,ob,'I agree that modifying MemoryIndex was horrible and I have removed that dependency just did it as a 'quickfix'.' ,
1021024_43,ob,'Removes the dumb serverAddressToServerInfo from ServerManager.' ,dumb 
526938_2,oth,'No need to say that if somebody beats me on it I will not complain' ,
257545_1,ob,'Thilo The terrible twins Eclipse and Maven are driving me crazy.' ,terrible 
649272_9,ob,'It is a horrible performance drain.' ,horrible 
727527_1,ob,'Guys previously we had a terrible api to fetch metadata.' ,terrible 
1345784_2,ob,'I also plan on adding more tests cause I hate doing refactorings without having a safety net.' ,more 
252084_6,ob,'Having the client side and server side behave differently is kind of ugly.' ,
330924_6,ob,'In other words having all checkboxes 'off' by default sound like a pretty dumb solution.' ,other dumb 
309376_1,ob,'That is fairly annoying is not it?' ,
1326017_1,ob,'Ok going mad that patch does work other unrelated bug was causing eclipse plugins not to load on startup.' ,other unrelated 
1067470_3,self,'They were missed in the original patch shame on me. ' ,original 
472046_3,ob,'So that is not so good especially since I let you serialize complex schemas!' ,complex 
409357_1,ob,'Felix I think I removed the 'Stacktrace' strings because they looked 'ugly' in the output and it was somewhat obvious that these are stacktraces or the word stacktrace was duplicated in the end.' ,
319135_1,ob,'Takes some ugly code for this to be triggered ... an object is toString must return null which is generally a no-no.' ,ugly 
482326_2,ob,'This bug is really annoying.' ,
706167_4,oth,'I have removed your logging system and will write my own since your stupid reply this morning...' ,stupid 
308240_1,ob,'This warnings is really annoying.' ,
777688_1,self,'Thank you for your support but I did a terrible mistake.' ,terrible 
739718_9,ob,'I hate it when I have to define properties in my HOME/build.properties without a proper namespace.' ,proper 
734625_1,self,'Stupid of me not to notice it...' ,
307734_1,ob,'Here is one way to fix this annoying issue ,annoying 
715620_2,self,'I was being dumb and calling getClass on the key when it came back from the map and as it was the Class object itself that meant it returned java.lang.Class from the bootstrap loader.' ,
1327379_4,ob,'Terrible documentation on this I know.' ,Terrible 
307663_2,self,'Stupid of me.' ,
316680_5,ob,'Ugly stuff but it will do for the moment.' ,
320528_3,ob,'But that would be an ugly block of inline?' ,ugly 
412565_1,ob,'I do agree that this is not good on a sweeping level but I also hate projects that make all instance variables private to the point that classes that should be extensible are not extensible because you ca not extend them and access the data that you need.' ,sweeping 
574610_2,self,'Very dumb typo of mine Fixed in SVN head.' ,dumb 
1193072_1,self,'This was discussed onlist and Tim assures me that it is possible so it may well have been a stupid mistake on my part.' ,stupid 
1013657_1,self,'I tried several incarnations of reproducing this but I am apparently doing something stupid because I ca not seem to get to the same state where it was breaking in my local dev environment.' ,same several local stupid 
334184_3,ob,'It is extremely annoying to open a bug only to have it immediately marked 'resolvedwontfix' just because there is a work around.' ,
810059_3,oth,'feel free to delete this post but please let me know if i am that dumb !' ,
255824_1,self,'Please bear with me as I display my maven ignorance....' ,
666448_1,ob,'Interesting I didnt look at PMD although that is more down to my personal dislike of code lint tools that do source code analysis shrugs It was a fun distraction anyhow' ,personal Interesting 
460483_2,ob,'Argv is pretty ugly...' ,
329639_12,ob,'Submitting 340K of modified struts-html.tld seems just too much.' ,
538616_5,ob,'I am sorry I sent the minimal patch without explanation I hate browser hot keys... You can push either this complete patch or do 'mvn -P codegen' after importing the minimal patch and then push the result.' ,hot complete minimal 
1616161_7,self,'I kept the script pretty dumb.' ,
565252_2,ob,'Ask the committer why he made this change.. Also I really sorry hate the silent-catches all over NPanday.' ,
1201812_1,ob,'OK yet another one of my gut feelings at the time has hereby been proven correct putting that stuff in addChildNode was not such a good idea...' ,good 
1035454_3,ob,'My guess is that its dumb and explains output of git diff at top-level of hbase checkout.' ,top dumb 
320192_9,ob,'It is too much work.' ,much 
2075144_2,ob,'While I prefer it when I write code it is really worthless on generated code the more I think about it.' ,
305018_7,ob,'to re-use config.h and define HAVE_CONFIG_H I find it in practice annoying because it assumes 'config.h' is at the same level of 'Thrift.h'.' ,same annoying 
310678_11,ob,'In fact these tools are far better than trying to post patches to this list for the ongoing branch and having people review them that way not only it is a lot more overhead on my part the tools for reviewing a patch here just are not as good as the git web tools are.' ,more ongoing 
251055_2,ob,'It is definitely annoying.' ,
314809_1,ob,'BTW the 'new' MultipleFormSupport is an ugly copy-paste of 'FormSupportImpl' mostly due to the fact that _cycle is private in FormSupportImpl Making it protected saves more that 750 lines... the other solution is for the subclass to also keep a copy of that field when it is passed in the contructor still ugly!' ,other new ugly 
566672_4,self,''   total e  return total I am stupid with the IO operators can anyone tell the property of the method .' ,total 
425398_6,ob,'So far it has not give me any good but delayed a number of great comments and possibly turned some people away from my blog.' ,great 
493299_2,ob,'I have had terrible luck with the Eclipse source formatter with usually several lines in a source file not being split to 80 or having weird line splitting no matter what options I set.' ,weird terrible several 
2120525_2,self,'Please close as this is just me being stupid.' ,
1342428_1,self,'grrr I am a dumb ss... You are plain right this is an issue.' ,dumb 
1340130_1,ob,'Seems like copy-paste does NOT work directly and you get an annoying loop when trying to open the newly pasted search it tries to open the other connection and remembers this making your current connection useless because it automaticly opens the connection from where you started copying the search But if you close down Directory Studio and starting it up again both the loop problem is gone and the search has replaced the server information correctly so you actually can start using your newly pasted search' ,other annoying current 
751618_13,ob,'As it stands now that is how I am accomplishing this but it is an ugly hack requiring me to locate my subclass in the package in order to make use of the class.' ,ugly 
314873_2,ob,'Stupid typos took me a while to track down.' ,Stupid 
756748_2,self,'Aaarrggh how stupid of mine to have a System.out again!' ,
395283_3,ob,'This is somewhat an ugly fix but at least the output is better for me.' ,least ugly 
1327878_18,ob,'If you just use Embed-Dependency then you are telling BND to add the contents of the jar or the jar itself but do not say which packages should be made public so you can leave out exportcontents but then you wo not be exporting any packages this is ok if you are not expecting other bundles to use the packages Also is ugly.' ,other 
807428_1,self,'Stupid me!' ,
257786_4,ob,'So unless we wanted to ship the plugin with extra entries in its manifest this would require the user editing the manifest file which is pretty ugly.' ,extra manifest 
308814_1,ob,'This bug is really annoying.' ,
1442905_1,oth,'I wo not resolve this until you comment further in case you can offer some idea of what we can do with an element with no type other than to complain. ' ,other 
651591_5,ob,'I see no hope for medium trust DIGY ' ,
321479_1,oth,'OMG Jesse you are doing the Tapestry community a bad favor reacting the way you do.' ,bad 
305641_3,ob,'If we are going to put a finally block in TNonblockingServer is run method we should probably at least log whatever gets thrown I hate silent catches.' ,silent 
405316_9,ob,'Having a buffer per ContentData dates way back before Apache Sling and has probably cannot remember any more sorry done for some stupid reason in the pre-HttpServletWrapper days.....' ,more pre-HttpServletWrapper stupid 
334844_3,ob,' common/core/ForEachSupport.java?rev=1.6&view=markup Also of course that this is ultimately a problem of broken tag pooling implementations is annoying.' ,
684056_2,ob,'I think it looks kinda dumb but if its useful I will commit it. ' ,
1200782_13,ob,'The more I look at that attribute the more I hate it so I guess I am motivated Since I will be leaving for ApacheCon in a few hours I may not have enough time to finish applying the current patch.' ,few more enough current 
485049_1,ob,'Hi I am a bit wary of moving code changes around too much I always end up forgetting or missing something.' ,much 
733717_3,self,'Details are fixed my own stupid typo bug in AbstractReferralPlugin.' ,own stupid 
1328005_2,ob,'I guess I will have to better package my exported interfaces in order not to get this ugly linkage exception then.' ,ugly 
408690_3,ob,'Re OpenID Provider I assume for testing purposes a stupid provider might do it right ?' ,right stupid 
646302_1,ob,'I had used a stupid custom Partitioner simply switching to HashPartitioner did the trick.' ,stupid 
303770_1,ob,'Same issue on ubuntu 11.10 autoconf GNU Autoconf 2.68 automake GNU automake 1.11.1 gcc Ubuntu/Linaro 4.6.1-9ubuntu3 4.6.1 Adding -DHAVE_INTTYPES_H to my Makefile helps but it is ugly.' ,Same 
1324553_10,ob,'That simple change would require translation of all resource bundles or leave the ugly line in the original resource bundle Framework has been stopped.=The OSGi framework has been stopped.' ,ugly original simple 
1690579_1,ob,'this is a stupid patch for the current issue it will not prevent all the crashing.' ,stupid current 
414019_31,ob,'It also seemed like the crypter was a terrible place to be doing this.' ,terrible 
1147009_4,self,'Sorry for the naiveness I did not know that Hudson was triggered by the 'Patch Available' status... skipped an important section in the wiki page shame on me!' ,Available important 
317545_3,ob,'It is just going to be annoying when I notice it again but more than one workaround are possible.' ,more possible 
1193497_1,self,'Sorry for my stupid mistake I really believed I had the filenames right-/ it is working as it should when the filenames were corrected.' ,stupid 
810151_1,self,'Oh my shame on me.' ,
256441_2,ob,'I always turn it off and it is quite annoying when I forget.' ,annoying 
427205_2,ob,'It is cryptic and ugly for users and really does not tell them what they should do about the problem.' ,
669951_4,oth,'Robert you are blaming Uwe for your own future bad behavior when he threatens to use your tactics against you?' ,future bad own 
681099_12,ob,'7 - I really really really really hate libraries that print something I did not ask them for.' ,
818564_3,ob,'Please sanity check I am not familiar enough with ant so I could have missed something... it is sometimes annoying that each 'ant test ...' cleans and rebuilds the tests.' ,enough 
403230_1,ob,'Yes it is harmless exception but given that upload file is very frequent operation it becomes ugly.' ,harmless frequent 
321131_5,ob,'What is annoying is that I had to override PageLink ActionLink EventLink and Form to take a map of query parameters to add to the URL.' ,
1695157_2,ob,'I am attaching a somewhat ugly log from my 1.1 client test bed. ' ,ugly 
317376_1,ob,'What is annoying is that the main complaint is that the artifact ca not be found even though the POM contains the repository reference maven-play-plugin Maven Play Plugin ' ,main 
338289_1,self,'I am stupid and forgot what file this bug was talking about I wrote up the description for this in an email a few weeks back.' ,few 
734624_1,self,'Shame on me lack of a nice formatter I made an error with getting the month Date.getMonth returns 0 to 11 not 1 to 12.' ,nice 
1024732_5,ob,'I did it previously but it was an ugly hack something I would not like to repeat.' ,ugly 
254491_3,ob,'Really annoying...' ,
320389_2,ob,'I am developing my own application over 1 year in tapestry 5 with extensive use of javascript and it drives me really mad to re-implement parts of my javascripts each time when tapestry updates from 5.1.0.x to 5.1.0.x+1.' ,re-implement extensive own 
309786_3,ob,'I will check the modeline because I do hate the 'comment fix'.' ,
811834_5,self,'Obviously there are no params for the state stupid me.' ,stupid 
329492_1,ob,'So dumb question.' ,dumb 
316192_2,ob,'This is really ugly because it requires to 'copy' the whole code and make some additions.' ,whole 
689482_1,ob,'michael i guess junit from my eclipse != junit from ant because it passes in eclipse...annoying I will fix the test so it runs correctly from ant.' ,annoying 
307540_12,ob,' Some of the code is pretty ugly and there are no test cases defined.' ,
253514_3,ob,'Here is some information about this process I also think that this process is quite annoying because everytime m2e gets the idea of building the uimaj-ep-textmarker-engine or the uimaj-ep-runtime project it breaks both jars since the unpack-dependencies is deativated.' ,
676191_1,ob,'We removed support for stupid GZIP compression support in stored fields in 3.0.' ,stupid 
736384_2,self,'How stupid of me.' ,
1691543_1,ob,'Slightly better but still ugly patch.' ,ugly 
315849_1,self,'OMG....I kept ignoring the little voice in my head that kept telling me to go look at the portlet code because I rememered reading something about being able to render different response types to different portions of a page.' ,little different 
